year;Y;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23
2013;1;1,719102511;2,756871238;0,163359249;0,314176194;0,87172266;26,50990134;3,400619629;3,901033878;6,121477695;34,23126357;71,83133763;1;0,281686624;3,550044325;0,281686624;2,195918809;0,890849563;3,951766702;13,43845541;47,70711239;0,134384554;1,047609454;0,241906517
2012;0;0,293467872;1,160647904;0,248198177;0,041571884;0,950656555;10,74410313;0,530151059;0,557668335;4,029038463;15,56957559;91,33975048;1;0,086602495;11,54701141;0,086602495;1,75509626;0,105732195;-2,618897341;-1,388411197;-16,03199993;-0,013884112;-0,281377031;-0,105516381
2011;0;1,493390295;2,60655503;0,8445484;0,457645274;0,863255197;4,607151942;0,630004086;0,729800513;1,184064762;4,156636828;66,09594058;1;0,339040594;2,949499314;0,339040594;2,479367305;1,023715779;-28,60705371;-18,02256072;-53,15753048;-0,180225607;-1,317970431;-0,338726042
2018;1;-0,220470241;0,122732537;-1,541329427;0,070043688;0,063350933;4,637424356;0,293785161;4,637424356;-0,648790572;8,125826521;51,61706469;1;0,483829353;2,066844423;0,483829353;7,637288484;0,937343795;12,75605543;3,747539797;7,745581728;0,037475398;0,591552421;-0,082760085
2017;1;-0,182801084;0,174461087;-1,193130427;0,036557242;0,092973025;3,965984882;0,36872961;3,965984882;-0,838131337;18,92675679;99,80679853;1;0,001932015;517,5944168;0,001932015;0,020780379;0,003625367;28,64702572;10,56300662;5467,353249;0,105630066;1,136136709;-0,2400997
2016;0;-0,111877862;0,228795614;-1,988477673;0,292998355;0,146100458;1,69512246;0,247658168;1,69512246;-0,502897273;1,323681777;99,98163607;1;0,000183639;5445,458521;0,000183639;0,001256938;0,000287582;-11,38183936;-2,81880548;-15349,68832;-0,028188055;-0,192936115;0,05723896
2015;1;-0,147732732;0,206439698;-1,595897198;0,263130806;0,128092019;2,408694975;0,308534603;2,408694975;-0,626606777;1,889745528;62,04815273;1;0,379518473;2,634917855;0,379518473;2,962858069;0,611651525;21,12222648;6,51693776;17,17159566;0,065169378;0,508770008;-0,132353303
2014;1;0,052906659;0,433576684;-1,217698784;0,116081949;0,162517923;1,072840922;0,174355879;1,072840922;-0,821221153;4,00715885;37,48308653;0,572179639;0,344907019;2,899332125;0,197348773;1,214320053;0,526500861;33,26652042;5,800213407;29,39067371;0,101370497;0,356896845;-0,273191703
2013;1;0,277881828;0,540390851;-1,157505925;0,115019435;0,335756886;0,734780217;0,246707517;0,734780217;-0,863926463;3,45218621;99,71430828;1,000002749;0,002859658;349,6921277;0,002859666;0,008517074;0,004602549;35,71926716;8,812211728;3081,552598;0,088121875;0,262458109;-0,308588201
2012;1;1,222102593;1,237400275;0,291934464;0,114206413;0,657843593;0,657181972;0,43232295;0,657181972;3,425426331;7,12041585;99,65760085;1;0,003423991;292,0568032;0,003423991;0,005204872;0,00644051;53,11418015;22,96247904;6706,348223;0,22962479;0,349056817;1,819387112
2011;1;0,751286901;0,774372299;-0,707039548;0,091017933;0,530241021;0,412096477;0,218510457;0,412096477;-1,414348041;3,506079372;99,33448864;1;0,006655114;150,2603943;0,006655114;0,01255111;0,009719232;36,39084046;7,951779173;1194,837474;0,079517792;0,149965372;-0,514693139
2018;0;0,267480839;0,378405456;-0,998194457;0,073658768;0,075691162;0,134760532;0,124560351;1,645639301;-1,001808809;8,454104014;51,88027086;1;0,481197291;2,078149686;0,481197291;0,520602283;2,405666335;-11,74325373;-1,462743806;-3,039800582;-0,014627438;-0,015825271;0,11764495
2017;0;0,175819041;0,344045532;-0,921505059;0,029539241;0,068498566;0,152145111;0,141723389;2,068997897;-1,085181237;24,09775765;53,50051528;1;0,464994847;2,150561465;0,464994847;0,499188547;2,335514577;-9,103125407;-1,290125784;-2,774494795;-0,012901258;-0,01384996;0,098785409
2016;0;0,111281867;0,25648847;-1,161829295;0,006472499;0,043637893;0,056923154;0,108878296;2,49504014;-0,860711641;98,87201963;52,83933382;1;0,471606662;2,120411099;0,471606662;0,246562813;2,771941122;-14,90698532;-1,623047157;-3,441527205;-0,016230472;-0,008485526;0,128306158
2015;0;0,150660525;0,285375983;-1,154595749;0,017879105;0,049718154;0,113473069;0,107831397;2,16885358;-0,866104003;34,61799288;54,35224396;1;0,45647756;2,190688189;0,45647756;0,480360182;2,620124058;-43,28438317;-4,66741551;-10,22485203;-0,046674155;-0,049116118;0,374887775
2014;0;0,277468356;0,378328056;-0,833560457;0,037698103;0,055811284;0,116524922;0,110021517;1,971313135;-1,199673031;19,78357033;55,74816794;1;0,442518321;2,259793444;0,442518321;0,468675714;2,999699779;-26,25319651;-2,888416505;-6,527224683;-0,028884165;-0,030591517;0,314952518
2013;0;0,410816527;0,557314187;-0,48362672;0,022022111;0,078706606;0,140313172;0,129269599;1,642423754;-2,067710403;41,56486463;56,66514482;1;0,433348552;2,307611265;0,433348552;0,470369759;3,068500978;-33,89113271;-4,381093118;-10,10985983;-0,043810931;-0,047553723;0,700770477
2012;0;1,054378683;1,057551977;0,0355806;0,008129027;0,090961796;21,35714754;0,139124713;1,52948512;28,10520318;198,9795428;59,82749338;1;0,401725066;2,489264634;0,401725066;61,66914063;4,670588723;-10,08030566;-1,402419635;-3,490993601;-0,014024196;-2,152865753;-2,833090389
2011;0;0,207799174;0,208452519;-2,004759979;0,002541572;0,072276889;0,14756675;0,136901085;1,894119778;-0,498812831;155,3503211;85,69039815;1;0,143096019;6,988314632;0,143096019;0,154244318;0,41270074;-6,885665145;-0,942655028;-6,587569924;-0,00942655;-0,010160952;0,034346581
2018;1;0,998073039;0,998073039;-0,002765368;0,823475452;0,988870041;62,03021693;0,690393797;0,698164338;-361,6155521;0,846192805;75,8624908;1;0,241375092;4,142929544;0,241375092;21,68696964;0,243621469;22,84039459;15,76886675;65,32930394;0,157688668;14,16794631;-82,59441898
2017;1;1,146003908;1,146003908;0,009475283;0;0,419475987;9,715678167;5,640184476;13,44578629;105,5377477;#DIV/0!;9,501500006;1;0,904985;1,104990691;0,904985;1,558910536;2,472409336;17,17900432;96,89275348;107,0655906;0,968927535;1,669056772;18,13033423
2016;1;2,09231286;2,393919197;0,337251998;1,537743832;0,75843353;5,420688529;1,30945659;1,726527821;2,965141812;2,68781315;50,34646804;1,000335983;0,496704418;2,01326979;0,496871303;2,056871981;1,568324319;1,647973473;2,157949725;4,343075787;0,021572249;0,089331509;0,04886475
2015;1;1,503430076;1,965459838;0,664163316;1,020505954;0,683534833;1,597459624;0,505540327;0,739597022;1,505653768;1,424438767;49,94695238;1;0,500530476;1,997880344;0,500530476;1,58162897;1,439242744;1,047090942;0,529346697;1,057571361;0,005293467;0,016726855;0,015765564
2014;1;1,201957513;1,201957513;0,194209407;0,93675934;0,407577126;0,595221515;0,352622841;0,865168377;5,149081174;1,110099025;54,3972751;1;0,456027249;2,192851419;0,456027249;0,769766444;1,34483842;78,70374656;27,75273868;60,85763239;0,277527387;0,468461633;4,052519797
2013;1;0,468193827;0,468193827;-43,5759114;0,341255995;0,20956174;0,006910751;0,005462522;0,026066409;-0,022948459;0,035762396;95,63673716;1,000000005;0,043632633;22,91862609;0,043632633;0,055200558;0,097482153;6202,382544;33,88065169;776,4979842;0,338806515;0,428631221;-1,423351192
2012;1;0,578683349;0,578683349;-1,391137554;0,379127803;0,140527781;0,085571256;0,073546117;0,523356429;-0,718836176;0,79882733;24,28405466;1;0,757159453;1,320725767;0,757159453;0,880958612;3,117928467;340,6485019;25,05337472;33,08863755;0,250533747;0,291497202;-2,448704665
2011;1;11,26516519;11,26516519;0,113343267;9,979753216;0,31948841;3,774437462;2,568548439;8,039566884;8,822756121;9,075079014;2,836073902;1;0,971639261;1,029188548;0,971639261;1,427807072;34,26001207;11,95275624;30,70123338;31,5973578;0,307012334;0,451149309;1,054562533
2018;1;0,860123785;1,022824786;0,029393727;0,677233533;0,700813609;1,778326557;0,532051105;0,759190601;34,02086431;1,146604423;99,68871063;1;0,003112894;321,2445019;0,003112894;0,01040453;0,004543212;7,866609919;4,185438498;1344,549106;0,041854385;0,139894013;2,676288686
2017;0;0,666311082;0,818210715;-0,360008101;0,30356285;0,670093148;1,253529868;0,413548093;0,61715016;-2,777715272;1,66344094;99,67748019;1;0,003225198;310,0584703;0,003225198;0,009776087;0,003938097;-24,05333006;-9,94720878;-3084,216338;-0,099472088;-0,301515677;0,668133023
2016;0;0,690834811;0,860385506;-0,172119309;0,476012856;0,596874698;1,395889172;0,562718245;0,9427745;-5,809923391;1,704049595;99,76571308;1;0,002342869;426,8270632;0,002342869;0,005811764;0,003377209;-5,221893091;-2,938454514;-1254,211911;-0,029384545;-0,07289184;0,303387988
2015;0;0,52635723;0,697251666;-0,427462656;0,308233172;0,454201762;0,845299687;0,461363079;1,01576682;-2,339385645;2,297757582;99,74918244;1;0,002508176;398,6961643;0,002508176;0,004595426;0,003850337;-64,38493553;-29,70483213;-11843,20263;-0,297048321;-0,544245658;1,506211939
2014;0;0,174008184;0,280347315;-2,116012535;0,009927483;0,276824775;0,46437596;0,33582519;1,21313271;-0,472586993;34,25828134;59,07330666;1,814836396;0,674497895;1,482584315;1,224103329;1,692678741;1,239679799;-146,3452589;-49,1464243;-40,1489181;-0,270803608;-0,679592201;0,691608658
2013;0;1,14328506;1,303156927;0,452178251;0,308518097;0,501718881;0,518020711;0,25811994;0,514471249;2,211517245;2,173087345;34,78885387;1,146493466;0,696562999;1,435620326;0,798604928;1,602719625;2,074284189;-70,30614899;-18,14741893;-22,72390052;-0,158286283;-0,364200413;-1,554832609
2012;0;2,712460519;3,007134732;1,185141895;0,936037611;0,509736557;0,585557516;0,287077444;0,563187865;0,84378082;1,809309551;21,04773537;0,954825248;0,779564529;1,282767447;0,744347895;1,518261061;4,391198503;-25,54716792;-7,334015658;-9,852940687;-0,076810031;-0,149593362;-0,215562103
2011;0;1,966404515;2,298927568;2,816227819;0,516324269;0,4102431;0,139559729;0,082306313;0,200628147;0,355084909;0,8932944;36,69640481;1,19524908;0,692981108;1,443040782;0,828285032;1,404451617;4,641558365;-159,489939;-13,12702884;-15,84844387;-0,109826722;-0,222583726;-0,566324705
2018;0;1,120273186;1,120273186;1,179559432;0,015373337;0,804862568;0,375410305;0,073256603;0,09101753;0,847774154;6,632554598;71,84520509;1;0,281547949;3,551792876;0,281547949;1,442818766;0,391881335;-100,7930633;-7,383757424;-26,22557702;-0,073837574;-0,378387547;-0,85449754
2017;1;1,154397406;1,154397406;2,287214108;0,218831501;0,843744778;0,315758021;0,04933884;0,058476024;0,437213113;0,30847739;73,08962871;1;0,269103713;3,716039401;0,269103713;1,722206201;0,368183171;3789,42185;186,9656777;694,7718247;1,869656777;11,96540345;16,56784923
2016;0;0,281549821;0,368975523;-4,364000499;0,030698474;0,867122049;2,557355844;0,339816205;0,391889707;-0,229147545;4,71025731;235,0080138;1;-1,350080138;-0,740696772;-1,350080138;-10,16030218;-0,574482596;-59,87916948;-20,34791215;15,07163284;-0,203479122;-1,53132344;0,137211647
2015;0;0,296464708;0,442505042;-5,686805949;0,00468957;0,847651667;1,232633577;0,187789684;0,221541102;-0,175845634;20,90448652;191,557516;1;-0,91557516;-1,092209623;-0,91557516;-6,009748033;-0,477963579;-132,9419651;-24,96512962;27,26715481;-0,249651296;-1,6386873;0,233772642
2014;0;0,399602452;0,471547057;-2,432725032;0,032478204;0,820725516;2,108956943;0,378082167;0,460668225;-0,411061664;6,688385353;174,0495468;0,999999999;-0,74049547;-1,350447154;-0,740495469;-4,130512354;-0,425450961;-132,6456363;-50,15094961;67,72620724;-0,501509497;-2,797439357;0,54525536
2013;0;1,436583526;1,689949849;1,991496386;0,016333115;0,967894888;6,180422815;0,198423169;0,205004873;0,502134981;21,21138301;46,2872123;0,524986079;0,118315435;8,451982624;0,062113956;1,93470609;0,108451313;-57,72119793;-11,45322299;-184,3904925;-0,218162413;-3,567414086;-0,289838326
2012;1;0,868207116;1,021330439;0,030465646;0,009871007;0,967894888;20,66698528;0,663515883;0,685524732;32,82385644;70,92966833;95,23489357;1,000000001;0,047651065;20,9858899;0,047651065;1,484220469;0,050281785;21,25598375;14,10368284;295,978335;0,141036828;4,392971032;6,977033589
2011;0;0,631894767;0,789045287;-0,291102781;0,03562513;0,907367084;8,996190291;0,833343341;0,918419188;-3,435212807;20,34166115;95,51311732;1;0,044868827;22,28718848;0,044868827;0,484372388;0,039017876;-9,710966953;-8,092569642;-180,3606249;-0,080925696;-0,873617066;0,33359238
2018;0;0,597683058;1,589116861;1,710487677;0,006135702;0,381055272;0,133432547;0,082587371;0,216733312;0,584628591;56,13286938;77,92468812;1;0,220753119;4,529947326;0,220753119;0,356660472;0,920607924;-29,3089422;-2,420548489;-10,96495715;-0,024205485;-0,039107668;-0,171348456
2017;0;0,52139475;1,663048451;1,239919196;0,046047924;0,360282783;0,181093328;0,11584852;0,321548864;0,806504169;11,61293037;82,61376551;1;0,173862345;5,751676709;0,173862345;0,27178;0,80254044;-16,35843544;-1,895100529;-10,90000557;-0,018951005;-0,029624035;-0,131931464
2016;0;2,541085241;3,983731471;5,397550671;0,007073349;0,752954673;0,162900295;0,104482074;0,138762767;0,18526922;78,15160636;83,51694324;1;0,164830568;6,06683587;0,164830568;0,256990957;0,872085324;-12,80304674;-1,337688872;-8,115538833;-0,013376889;-0,020856201;-0,023720105
2015;0;0,919261989;2,639586525;0,972693483;0,001039942;0,405140203;0,434923781;0,258718672;0,638590468;1,028073096;1620,87332;87,94127793;1;0,120587221;8,292752703;0,120587221;0,202715365;0,785654942;-2,557776379;-0,661744508;-5,487683558;-0,006617445;-0,011124378;-0,026295811
2014;1;1,605344926;3,974883072;0,727430927;0,189927898;0,363917092;0,588630159;0,374417583;1,028854074;1,37470097;21,53224827;88,71865784;1;0,112813422;8,864193516;0,112813422;0,177356474;1,232204173;0,841458734;0,315056945;2,792725732;0,003150569;0,00495308;0,011567541
2013;1;1,207694609;4,841187964;0,843453561;0,494288437;0,345066119;0,495629674;0,324604666;0,940702803;1,185601729;9,213484976;89,04883801;1;0,10951162;9,131451084;0,10951162;0,167210192;1,536419562;0,293691577;0,095333656;0,870534619;0,000953337;0,001455623;0,003482012
2012;1;0,436697191;4,976986109;0,741372399;0,006528637;0,339698352;0,554500945;0,366137888;1,077832393;1,348849783;821,6656407;91,01607411;1;0,089839259;11,1309912;0,089839259;0,136057905;1,316252319;0,761244088;0,278720303;3,102433234;0,002787203;0,004221106;0,010268039
2011;1;0,750479294;8,181347543;0,910328692;0,477498533;0,31327555;0,439872552;0,302071236;0,964234957;1,098504319;16,52097494;91,19843867;1;0,088015613;11,36162054;0,088015613;0,128167292;2,298571727;1,4739628;0,445241765;5,058667986;0,004452418;0,006483558;0,016191545
2018;1;1,13874067;1,13874067;0,136541507;0,02174573;0,843484385;4,808765957;0,752646959;0,892306926;7,323780319;46,72669864;74,07168356;1;0,259283164;3,85678724;0,259283164;1,656596149;0,350043569;6,225782866;4,685816542;18,07219745;0,046858165;0,299383327;0,45596266
2017;1;1,056748877;1,056748877;0,03711139;0,004438354;0,773697118;4,947196451;1,119564816;1,447032424;26,94590558;344,5308825;73,21485117;1;0,267851488;3,733412148;0,267851488;1,183597335;0,36584311;3,34368201;3,743468733;13,97591164;0,037434687;0,165418518;0,900985397
2016;1;0,991845148;1,049912731;0,273951615;0,010704899;0,981277548;9,095223763;0,170284895;0,173533874;3,650279627;17,01981745;93,46277256;1;0,065372274;15,29700488;0,065372274;3,491651241;0,06994472;7,301492732;1,24333392;19,01928504;0,012433339;0,664087102;0,266524902
2015;1;1,031400125;1,031400125;0,05564176;0,064833648;0,975445104;21,73542175;0,533711016;0,547146132;17,97211307;8,704223971;94,5748484;1;0,054251516;18,43266463;0,054251516;2,209397118;0,057363577;5,5694692;2,972487066;54,7908572;0,029724871;1,21054762;1,000951302
2014;1;0,970241597;1,052024757;0,072035481;0,08172969;1;#DIV/0!;0,686495406;0,686495406;13,88204784;8,836570495;95,05479729;1;0,049452027;20,22161796;0,049452027;#DIV/0!;0,052024757;5,167475841;3,547448427;71,73514684;0,035474484;#DIV/0!;0,717351468
2013;0;1,106758358;1,106758358;1,232923431;0,023887656;1;#DIV/0!;0,07823714;0,07823714;0,811080376;3,624868439;90,35395963;1;0,096460404;10,36694812;0,096460404;#DIV/0!;0,106758358;-21,30528;-1,666864184;-17,28029452;-0,016668642;#DIV/0!;-0,172802945
2012;1;1,038129184;1,123625186;0,205749928;0,126222317;1;#DIV/0!;0,534743852;0,534743852;4,860269025;4,760264877;88,99764911;1;0,110023509;9,08896662;0,110023509;#DIV/0!;0,123625186;1,751043585;0,936359792;8,510542898;0,009363598;#DIV/0!;0,085105429
2011;0;3,322359187;3,322359187;2,978786846;0;1;#DIV/0!;0,234662331;0,234662331;0,335707136;#DIV/0!;30,09909356;1;0,699009064;1,430596613;0,699009064;#DIV/0!;2,322359187;-5,611452018;-1,31679641;-1,883804485;-0,013167964;#DIV/0!;-0,018838045
2018;1;0,81991527;1,340756647;0,505443865;0,172075336;0,839977143;2,639410236;0,422365966;0,502830308;1,97845907;3,91789488;93,96898751;1;0,060310125;16,58096385;0,060310125;0,376884441;0,096265954;14,06633923;5,941142958;98,50987661;0,05941143;0,371268398;0,278296764
2017;1;0,872340743;1,276519161;0,269210109;0,073345898;0,823726809;3,760135206;0,662811033;0,804649097;3,714570759;14,00419141;92,28404404;1;0,07715956;12,96015691;0,07715956;0,437727138;0,119573207;4,821210259;3,19555135;41,41484691;0,031955514;0,181284024;0,179087267
2016;1;0,500741587;1,333151347;0,508328386;0,062878747;0,833524562;2,461421499;0,409766223;0,491606657;1,96723226;10,42301428;92,30851813;1;0,076914819;13,00139579;0,076914819;0,462019019;0,123018683;19,90309357;8,155615482;106,0343848;0,081556155;0,489899024;0,391540077
2015;1;0,403448181;1,531037021;1,481291983;0,02919948;0,874082851;1,625422073;0,204668513;0,234152303;0,675086351;12,27747377;92,92987528;1;0,070701247;14,14402205;0,070701247;0,561490217;0,123839779;9,563841114;1,957417139;27,68575119;0,019574171;0,155452785;0,064564186
2014;1;0,639340099;1,694531894;1,560901099;0,01040482;0,88858306;2,094179297;0,23332705;0,262583275;0,640655581;42,76438692;96,02997055;1;0,039700295;25,18872999;0,039700295;0,356321888;0,07570864;22,82578265;5,32587252;134,1519649;0,053258725;0,478012815;0,14623465
2013;1;1,102282363;2,250139801;1,564132645;0,087387443;0,93352311;4,988039473;0,33158935;0,35520208;0,639331967;9,146100562;96,91989532;1;0,030801047;32,466429;0,030801047;0,463334655;0,074242041;50,28984197;16,67557604;541,3964054;0,16675576;2,508477169;0,321519036
2012;1;1,572611706;2,834644408;1,076263529;0,121793856;0,949556072;11,31999948;0,571025242;0,601360213;0,929140469;13,99612776;93,27238786;1;0,067276121;14,86411492;0,067276121;1,333681252;0,200834776;45,81898738;26,16379834;388,9017051;0,261637983;5,186709132;0,425722754
2011;1;1,759714999;4,496280904;3,156680951;0,484018347;0,93556292;3,576509176;0,230459807;0,246332771;0,316788429;2,288304445;93,80851147;1;0,061914885;16,15120491;0,061914885;0,960858028;0,297560656;181,371103;41,79874936;675,1001658;0,417987494;6,486754142;0,574562668
2018;1;0,646260483;1,630022488;0,729541402;0,084214306;0,706213352;1,273551118;0,374152314;0,52980068;1,370724124;10,25463566;99,34337351;1;0,006566265;152,2935819;0,006566265;0,022350454;0,015155702;11,32456262;4,237111312;645,2848588;0,042371113;0,144224094;0,155228512
2017;1;4,898736913;6,672138082;0,767393637;1,637185735;0,670475017;2,254020327;0,742756011;1,107805649;1,303112186;4,514718212;90,02947763;1;0,099705224;10,02956478;0,099705224;0,302572578;0,992202549;8,210229825;6,098197552;61,16226736;0,060981976;0,185060249;0,106988505
2016;1;2,756956795;3,777968089;0,677831988;1,009069085;0,733755119;2,989625466;0,795972478;1,084793084;1,47529184;4,061479749;89,12766288;1;0,108723371;9,197654457;0,108723371;0,408358541;0,559796336;7,125560749;5,671750244;52,16679891;0,056717502;0,213027579;0,105122816
2015;1;3,095834851;3,830405554;0,470233193;0,480631311;0,707271008;3,796739033;1,111415589;1,571414034;2,126604449;12,52343097;95,77337433;1;0,042266257;23,65953547;0,042266257;0,144386986;0,228903635;11,49028994;12,77048736;302,1437987;0,127704874;0,436256323;0,244353017
2014;1;7,456109457;9,271036454;0,608606711;3,387674189;0,73253613;4,014753029;1,073801383;1,465868152;1,643097228;4,011636394;94,36952813;1;0,056304719;17,76050079;0,056304719;0,210513363;0,712597069;5,212354275;5,597033227;99,40611304;0,055970332;0,209263151;0,085644049
2013;1;3,707105718;4,706244188;0,608242598;1,315004627;0,706186326;3,111931577;0,91432805;1,29474052;1,644080837;4,63372137;94,19579158;1;0,058042084;17,2288782;0,058042084;0,197547253;0,386810409;2,176649549;1,990171739;34,28842649;0,019901717;0,067735845;0,035785878
2012;1;2,390833792;3,131378922;0,667128066;0,205656618;0,691722148;2,289313073;0,705744517;1,020271678;1,498962571;15,53491085;88,28601881;1;0,117139812;8,536807288;0,117139812;0,379981277;0,530283928;2,35059414;1,658918925;14,16187117;0,016589189;0,053812459;0,035234526
2011;1;1,771820929;2,242083873;0,495474104;0,232892485;0,687201788;2,456394562;0,768355826;1,118093461;2,018268953;10,76401981;87,20215164;1;0,127978484;7,813813476;0,127978484;0,409140714;0,417546198;2,177776149;1,673306992;13,07490873;0,01673307;0,053494775;0,04395338
2018;0;0,21636835;0,495145132;-29,04595246;0,003702295;0,240225642;0,011098982;0,008432722;0,035103338;-0,034428205;4,694722811;73,28108536;1;0,267189146;3,742666996;0,267189146;0,351669076;0,550721414;-14,26635579;-0,12030421;-0,450258597;-0,001203042;-0,00158342;0,00491165
2017;0;0,213668083;0,501496368;-9,234425782;0,003695605;0,2448086;0,034894765;0,026352226;0,107644201;-0,108290437;14,60739933;73,49417038;1;0,265058296;3,772754953;0,265058296;0,350981614;0,542978363;-165,4063712;-4,35882611;-16,44478279;-0,043588261;-0,057718164;0,179119282
2016;0;0,263660716;0,542286666;-1,750301135;0,004041462;0,244298128;0,155891166;0,117807246;0,482227379;-0,571330259;64,70566627;73,77707386;1;0,262229261;3,813456952;0,262229261;0,347000942;0,582089733;-51,26869583;-6,039823843;-23,03260822;-0,060398238;-0,079923367;0,292913573
2015;0;0,300417135;0,615715299;-3145,547197;0,004155467;0,253773806;6,74766E-05;5,03528E-05;0,000198416;-0,00031791;0,029399303;74,85492361;1;0,251450764;3,976921703;0,251450764;0,336963197;0,610079049;-161986,6283;-8,156482394;-32,43769185;-0,081564824;-0,109303083;0,514971222
2014;0;0,372247468;0,60049142;-0,765024156;0,005686573;0,206201914;0,225905497;0,179323351;0,869649307;-1,307148268;91,83332872;77,87708667;1;0,221229134;4,520200318;0,221229134;0,278696985;0,644252976;-37,39291483;-6,705422807;-30,3098543;-0,067054228;-0,08447265;0,488780838
2013;0;0,289766346;0,456223509;-1,180278441;0,004408356;0,212405897;0,272346882;0,214498798;1,009853308;-0,847257702;104,5103435;96,02225474;1;0,039777453;25,13987033;0,039777453;0,050505016;0,085437407;-38,3869743;-8,233959848;-207,0006829;-0,082339598;-0,104545728;0,325236596
2012;0;0,276892339;0,486909008;-0,672251315;0,004792273;0,197658676;0,386163872;0,309835233;1,567526603;-1,487538927;159,2653062;98,55884864;1;0,014411514;69,38896435;0,014411514;0,017961824;0,035501076;-60,34454749;-18,69686691;-1297,356231;-0,186968669;-0,233028841;0,897648634
2011;0;0,321669027;0,601820598;-0,384955686;0,007340824;0,178738481;0,374056833;0,307198483;1,718703667;-2,597701595;140,9039772;97,92643487;1;0,020735651;48,22611953;0,020735651;0,025248536;0,069817881;-1,870054073;-0,574477774;-27,70483379;-0,005744778;-0,006995065;0,048578424
2018;1;0,238902067;1,272298309;1,90871307;0,188087555;0,898480645;0,992373645;0,100745133;0,112128328;0,523913214;0,75848018;70,61870932;1;0,293812907;3,403526452;0,293812907;2,894156546;0,416055334;5,20393076;0,524270695;1,784369177;0,005242707;0,051642437;0,027264081
2017;1;0,272819653;1,264615325;2,132688103;0,243531122;0,897370907;0,857888214;0,088044289;0,098113599;0,468891817;0,50948708;70,95998993;1;0,290400101;3,443524977;0,290400101;2,829607987;0,409244845;4,127792138;0,363428524;1,251475201;0,003634285;0,035411842;0,01935488
2016;1;0,286523774;1,253695137;1,53991584;0,258920108;0,893801983;1,105982163;0,117453112;0,131408426;0,649386138;0,636281618;71,29340755;1;0,287065925;3,483520385;0,287065925;2,703119452;0,402654235;6,627956438;0,778474111;2,711830435;0,007784741;0,073304016;0,04304103
2015;1;0,279525047;1,208948469;1,042801653;0,161908814;0,887442509;1,306759056;0,14708552;0,1657409;0,958955135;1,237562072;73,40614854;1;0,265938515;3,760267675;0,265938515;2,362690504;0,362283705;7,559994417;1,111965713;4,181288726;0,011119657;0,098790912;0,072496955
2014;1;0,283203522;1,177450229;0,863757448;0,153346721;0,885047187;1,343349517;0,154421806;0,174478613;1,157732419;1,339708349;75,16642023;1;0,248335798;4,026805677;0,248335798;2,160328151;0,330381302;5,225306797;0,806901311;3,249234779;0,008069013;0,070194134;0,060495071
2013;1;0,256593924;1,179452039;0,609919539;0,135884779;0,875450027;1,753409235;0,218387073;0,249456926;1,639560527;2,165235011;74,22514846;1;0,257748515;3,879750766;0,257748515;2,069438552;0,347252273;9,140012542;1,996060583;7,744217574;0,019960606;0,160261824;0,149856038
2012;1;0,242619186;1,170823122;0,572639405;0,138332418;0,871267332;1,724395151;0,221985989;0,254785163;1,746299662;2,156460246;74,41494069;1;0,255850593;3,9085311;0,255850593;1,987456614;0,343816162;6,336079989;1,406520983;5,497431005;0,01406521;0,109259056;0,110646943
2011;1;0,285934381;1,149179394;0,538693808;0,156012172;0,853970321;1,409226086;0,205788833;0,240978905;1,85634211;1,775040932;74,31131513;1;0,256886849;3,89276448;0,256886849;1,759141366;0,345690085;7,779878804;1,601012177;6,232363336;0,016010122;0,109636082;0,144421166
2018;1;3,377614129;3,423451764;1,593903083;0,866407571;0,5882675;0,634553089;0,26126613;0,444128105;0,627390718;1,754891339;83,7370802;1,028092929;0,185510591;5,390527808;0,190722127;0,463218538;1,109916835;19,19726022;5,015593878;26,29791288;0,048785414;0,121816808;0,120441829
2017;1;4,500333324;4,548123062;1,879999766;1,017858439;0,598438799;0,618410238;0,248329558;0,414962328;0,53191496;1,854186854;81,08919625;1,035511455;0,216916473;4,610069427;0,224619492;0,559365527;1,707103709;12,85957236;3,193411917;14,21698483;0,030838982;0,079524912;0,068401989
2016;1;3,820791209;3,875493988;1,722645085;0,794298605;0,564796304;0,494679318;0,243266011;0,430714594;0,580502629;2,101516746;82,08754744;1,052392193;0,219990912;4,545642316;0,231516719;0,470787234;1,588611051;7,577350293;1,843311779;7,961894889;0,017515445;0,037483585;0,043986718
2015;1;4,432569955;4,483520208;2,043707472;0,74255833;0,554142808;0,472504985;0,210669746;0,3801723;0,489306818;2,295456291;79,77871969;1,037919932;0,231359595;4,322275886;0,240132736;0,538586659;1,942892621;7,512010419;1,582553325;6,590327307;0,015247355;0,035494624;0,036756779
2014;1;4,633985987;4,683500434;2,652115404;1,673814629;0,550153978;0,362675414;0,163148092;0,296549873;0,377057498;0,82977615;87,8720531;1,150085314;0,235951872;4,238152429;0,271364783;0,603239263;2,31014794;6,610746344;1,078530655;3,974468032;0,009377832;0,023975552;0,024926315
2013;1;4,391468905;4,523675947;1,961678516;1,532079693;0,591143396;0,574114433;0,234730477;0,397078744;0,509767524;1,172429588;86,09397989;1,039620575;0,171871142;5,818312409;0,178680776;0,437025535;1,367339857;10,58307328;2,484169842;13,90283779;0,023894966;0,060758951;0,053949071
